answerId;questionId;answerContent
428;213;Nie
429;214;Tak
430;214;Nie
431;215;Tak
432;215;Nie
433;216;Tak
434;216;Nie
435;217;Tak
436;217;Nie
437;218;Tak
438;218;Nie
439;219;Tak
440;219;Nie
441;220;Tak
442;220;Nie
443;221;Tak
444;221;Nie
445;222;Tak
446;222;Nie
447;223;Tak
448;223;Nie
449;224;Tak
450;224;Nie
451;225;Tak
452;225;Nie
453;226;Tak
454;226;Nie
455;227;Tak
456;227;Nie
457;228;Tak
458;228;Nie
459;229;Tak
460;229;Nie
461;230;Tak
462;230;Nie
463;231;Tak
464;231;Nie
465;232;Tak
466;232;Nie
467;233;Tak
468;233;Nie
469;234;Tak
470;234;Nie
471;235;Tak
472;235;Nie
473;236;Tak
474;236;Nie
475;237;Tak
476;237;Nie
477;238;Tak
478;238;Nie
479;239;Tak
480;239;Nie
481;240;Tak
482;240;Nie
483;241;Tak
484;241;Nie
485;242;Tak
486;242;Nie
487;243;Tak
488;243;Nie
489;244;Tak
490;244;Nie
491;245;Tak
492;245;Nie
493;246;Tak
494;246;Nie
495;247;Tak
496;247;Nie
497;248;Tak
498;248;Nie
499;249;Tak
500;249;Nie
501;250;Tak
502;250;Nie
503;251;Tak
504;251;Nie
505;252;Tak
506;252;Nie
507;253;Tak
508;253;Nie
509;254;Tak
510;254;Nie
511;255;Tak
512;255;Nie
513;256;Tak
514;256;Nie
515;257;Tak
516;257;Nie
517;258;Tak
518;258;Nie
519;259;Tak
520;259;Nie
521;260;B1.
522;260;A.
523;260;AM.
524;261;Poddawanie pojazdu okresowym badaniom technicznym.
525;261;Zawarcie umowy ubezpieczenia NW.
526;261;Zawarcie umowy ubezpieczenia Autocasco.
527;262;Bezpośrednio przed rozpoczęciem podróży.
528;262;Po zakończeniu jazdy.
529;262;Co najmniej dobę przed zaplanowaną podróżą.
530;263;Ładunek może zasłaniać niektóre światła przyczepy.
531;263;Ładunek nie może naruszać stateczności pojazdu.
532;263;Ładunek nie musi być zabezpieczony przed zmianą położenia.
533;264;Zabezpieczę go przed przemieszczaniem.
534;264;Umieszczę ładunek luźno na przyczepie.
535;264;Nie zabezpieczę ładunku przed przemieszczaniem, jeżeli będę jechał wolno.
536;265;Niezasłonięty - umieszczony poniżej wysokości burt.
537;265;Nie przekraczajac prędkości 30 km/h.
538;265;Zasłonięty w szczelnej skrzyni ładunkowej.
539;266;Tak, żeby mocowanie nie rozluźniło się.
540;266;Może swobodnie zwisać z przyczepy.
541;266;Nie musi być zabezpieczone przed spadnięciem podczas jazdy.
542;267;Może nieznacznie zasłaniać tablice rejestracyjne.
543;267;Może zasłaniać tylne światło przeciwmgłowe.
544;267;Nie może ograniczać widoczności drogi.
545;268;Najcięższe bagaże włożę najgłębiej i najniżej, w centralnej części bagażnika.
546;268;W dowolny sposób.
547;268;Najcięższe bagaże włożę w górnej części bagażnika, nad lżejszymi.
548;269;Tak, aby nie zasłaniał świateł przyczepy.
549;269;Umieszczę go po jednej stronie przyczepy.
550;269;Umieszczę go zawsze w tylnej części przyczepy.
551;270;Ciągnąć za pojazdem osoby na sankach.
552;270;Korzystać z radia CB.
553;270;Przewozić dziecka w foteliku ochronnym na przednim siedzeniu.
554;271;Tak
555;271;Nie
556;272;Tak
557;272;Nie
558;273;Gaśnica umieszczona jest na tylnej półce.
559;273;Gaśnica umieszczona jest luźno między siedzeniami.
560;273;Gaśnica zamocowana pod fotelem pasażera.
561;274;Przeciwdziałanie poślizgowi podczas hamowania silnikiem.
562;274;Zapobieganie blokowaniu kół hamowanych.
563;274;Przeciwdziałanie poślizgowi kół podczas ruszania.
564;275;Przeciwdziałanie poślizgowi kół podczas hamowania silnikiem.
565;275;Zapobieganie blokowaniu kół hamowanych.
566;275;Stabilizowanie ruchu pojazdu podczas jazdy po łuku drogi.
567;276;Tak
568;276;Nie
569;277;Tak
570;277;Nie
571;278;Tak
572;278;Nie
573;279;Co 60 minut.
574;279;Co 30 minut.
575;279;Co 15 minut.
576;280;Wezwać pomoc, a następnie prowadzić sztuczne oddechy i uciśnięcia klatki piersiowej.
577;280;Przez 1 minutę prowadzić sztuczne oddechy i uciśnięcia klatki piersiowej, po czym wezwać pomoc.
578;280;Przez 15 minut prowadzić sztuczne oddechy i uciśnięcia klatki piersiowej, po czym wezwać pomoc.
579;281;Wstrzymam się z opatrywaniem.
580;281;Użyję do opatrunku odzieży poszkodowanego.
581;281;Poczekam, aż ktoś użyczy swojej apteczki.
582;282;Ucisnąć skrzydełka nosa i pochylić głowę do przodu.
583;282;Nie tamować i poczekać, aż krew przestanie płynąć.
584;282;Ucisnąć skrzydełka nosa i odchylić głowę do tyłu.
585;283;W przypadku zmiażdżenia kończyny.
586;283;W przypadku wycieku krwistej wydzieliny z ucha.
587;283;W przypadku krwotoku.
588;284;Do momentu przyjazdu zespołu ratownictwa medycznego.
589;284;Przez 15 minut.
590;284;Dopóki ciało poszkodowanego zachowuje właściwą ciepłotę.
591;285;Podłożeniem pod jego plecy pieluchy czy ręczniczka, tak by czoło, broda i klatka piersiowa dziecka znajdowały się w jednej linii.
592;285;Uniesieniem nóg dziecka do góry, tak by krew napłynęła do serca.
593;285;Podłożeniem poduszki pod głowę dziecka.
594;286;Poszkodowany skarży się na ból, który nasila się przy głębokim oddychaniu i poruszaniu się.
595;286;Poszkodowany kuleje na lewą nogę.
596;286;Poszkodowany skarży się na ból brzucha.
597;287;Aż zacznie nią poruszać.
598;287;Do przejęcia stabilizacji przez członka zespołu ratownictwa medycznego.
599;287;Do czasu stwierdzenia ruchomości jego nóg.
600;288;Zachęcać poszkodowanego, aby się nie ruszał.
601;288;Podać środki przeciwbólowe.
602;288;Postarać się ułożyć kończynę powyżej serca.
603;289;Przygiąć głowę poszkodowanego do klatki piersiowej.
604;289;Włożyć poszkodowanemu pod głowę coś miękkiego, np. zwiniętą kurtkę.
605;289;Rozpocząć resuscytację krążeniowo - oddechową
606;290;Gdy nastąpiło zatrzymanie krążenia.
607;290;Gdy nastąpiło zatrzymanie krążenia, a AED zaleca wyładowanie.
608;290;Gdy poszkodowany ma mokre ubranie lub leży w kałuży.
609;291;Tak
610;291;Nie
611;292;Tak
612;292;Nie
613;293;Tak
614;293;Nie
615;294;Tak
616;294;Nie
617;295;Tak
618;295;Nie
619;296;Tak
620;296;Nie
621;297;Tak
622;297;Nie
623;298;Tak
624;298;Nie
625;299;Tak
626;299;Nie
627;300;Tak
628;300;Nie
629;301;Tak
630;301;Nie
631;302;Tak
632;302;Nie
633;303;Tak
634;303;Nie
635;304;Tak
636;304;Nie
637;305;Tak
638;305;Nie
639;306;Tak
640;306;Nie
641;307;Tak
642;307;Nie
643;308;Tak
644;308;Nie
645;309;Tak
646;309;Nie
647;310;Tak
648;310;Nie
649;311;Tak
650;311;Nie
651;312;Tak
652;312;Nie
653;313;Tak
654;313;Nie
655;314;Tak
656;314;Nie
657;315;Tak
658;315;Nie
659;316;Tak
660;316;Nie
661;317;Tak
662;317;Nie
663;318;Tak
664;318;Nie
665;319;Tak
666;319;Nie
667;320;Tak
668;320;Nie
669;321;Tak
670;321;Nie
671;322;Tak
672;322;Nie
673;323;Tak
674;323;Nie
675;324;Tak
676;324;Nie
677;325;Tak
678;325;Nie
679;326;Tak
680;326;Nie
681;327;Tak
682;327;Nie
683;328;Tak
684;328;Nie
685;329;Tak
686;329;Nie
687;330;Tak
688;330;Nie
689;331;Tak
690;331;Nie
691;332;Tak
692;332;Nie
693;333;Tak
694;333;Nie
695;334;Tak
696;334;Nie
697;335;Tak
698;335;Nie
699;336;Tak
700;336;Nie
701;337;Tak
702;337;Nie
703;338;Tak
704;338;Nie
705;339;Tak
706;339;Nie
707;340;Tak
708;340;Nie
709;341;Tak
710;341;Nie
711;342;Tak
712;342;Nie
713;343;Tak
714;343;Nie
715;344;Tak
716;344;Nie
717;345;Tak
718;345;Nie
719;346;Tak
720;346;Nie
721;347;Tak
722;347;Nie
723;348;Tak
724;348;Nie
725;349;Tak
726;349;Nie
727;350;Tak
728;350;Nie
729;351;Tak
730;351;Nie
731;352;Tak
732;352;Nie
733;353;Tak
734;353;Nie
735;354;Tak
736;354;Nie
737;355;Tak
738;355;Nie
739;356;Tak
740;356;Nie
741;357;Tak
742;357;Nie
743;358;Tak
744;358;Nie
745;359;Tak
746;359;Nie
747;360;Tak
748;360;Nie
749;361;Tak
750;361;Nie
751;362;Tak
752;362;Nie
753;363;Tak
754;363;Nie
755;364;Tak
756;364;Nie
757;365;Tak
758;365;Nie
759;366;Tak
760;366;Nie
761;367;Tak
762;367;Nie
763;368;Tak
764;368;Nie
765;369;Tak
766;369;Nie
767;370;Tak
768;370;Nie
769;371;Tak
770;371;Nie
771;372;Tak
772;372;Nie
773;373;Tak
774;373;Nie
775;374;Tak
776;374;Nie
777;375;Tak
778;375;Nie
779;376;Tak
780;376;Nie
781;377;Tak
782;377;Nie
783;378;Tak
784;378;Nie
785;379;Tak
786;379;Nie
787;380;Tak
788;380;Nie
789;381;Tak
790;381;Nie
791;382;Tak
792;382;Nie
793;383;Wyłączyć system kontroli trakcji.
794;383;Jechać w koleinach.
795;383;Zmniejszyć prędkość.
796;384;Płynnie zmniejszyć prędkość.
797;384;Zdecydowanie przyhamować.
798;384;Zdecydowanie przyspieszyć.
799;385;Hamowanie wyłącznie przy użyciu hamulca ręcznego.
800;385;Stosowanie opon zimowych.
801;385;Zdecydowane przyspieszanie.
802;386;Tak
803;386;Nie
804;387;Tak
805;387;Nie
806;388;Tak
807;388;Nie
808;389;Tak
809;389;Nie
810;390;Tak
811;390;Nie
812;391;Tak
813;391;Nie
814;392;Tak
815;392;Nie
816;393;Tak
817;393;Nie
818;394;Tak
819;394;Nie
820;395;Tak
821;395;Nie
822;396;Tak
823;396;Nie
824;397;Tak
825;397;Nie
826;398;Tak
827;398;Nie
828;399;Tak
829;399;Nie
830;400;Tak
831;400;Nie
832;401;Tak
833;401;Nie
834;402;Jedną gaśnicę w każdym wagonie.
835;402;Jedną gaśnicę na cały skład.
836;402;Co najmniej dwie gaśnice w każdym wagonie.
837;403;Gołoledź.
838;403;Mżawka.
839;403;Opad gradu.
840;404;Tak
841;404;Nie
842;405;Tak
843;405;Nie
844;406;Tak
845;406;Nie
846;407;Tak.
847;407;Nie, ponieważ taki dokument znajduje się tylko w zajezdni.
848;407;Nie, ponieważ taki dokument nie dotyczy tramwaju.
849;408;Policjant lub strażnik miejski.
850;408;Funkcjonariusz dowolnej służby, ale tylko w obecności przedstawiciela nadzoru ruchu.
851;408;Tylko policjant.
852;409;Tak
853;409;Nie
854;410;Tak
855;410;Nie
856;411;Tak
857;411;Nie
858;412;Tak
859;412;Nie
860;413;Tak
861;413;Nie
862;414;Tak
863;414;Nie
864;415;Tak
865;415;Nie
866;416;Tak
867;416;Nie
868;417;Tak
869;417;Nie
870;418;Tak
871;418;Nie
872;419;Tak
873;419;Nie
874;420;Tak
875;420;Nie
876;421;Tak
877;421;Nie
878;422;Tak
879;422;Nie
880;423;Tak
881;423;Nie
882;424;Tak
883;424;Nie
884;425;Tak
885;425;Nie
886;426;Tak
887;426;Nie
888;427;Tak
889;427;Nie
890;428;Tak
891;428;Nie
892;429;Tak
893;429;Nie
894;430;Tak
895;430;Nie
896;431;Tak
897;431;Nie
898;432;Tak
899;432;Nie
900;433;Tak.
901;433;Tak, o ile działa zasilanie z drugiego wagonu.
902;433;Nie.
903;434;Tak
904;434;Nie
905;435;Tak
906;435;Nie
907;436;Tak
908;436;Nie
909;437;Tak
910;437;Nie
911;438;Tak
912;438;Nie
913;439;Tak
914;439;Nie
915;440;Tak
916;440;Nie
917;441;Tak
918;441;Nie
919;442;Tak
920;442;Nie
921;443;Tak
922;443;Nie
923;444;Tak
924;444;Nie
925;445;Tak
926;445;Nie
927;446;Tak
928;446;Nie
929;447;Tak
930;447;Nie
931;448;Tak
932;448;Nie
933;449;Tak
934;449;Nie
935;450;Tak
936;450;Nie
937;451;Tak
938;451;Nie
939;452;Tak
940;452;Nie
941;453;Tak
942;453;Nie
943;454;Tak
944;454;Nie
945;455;Tak
946;455;Nie
947;456;Tak
948;456;Nie
949;457;Tak
950;457;Nie
951;458;Tak
952;458;Nie
953;459;Tak
954;459;Nie
955;460;Tak
956;460;Nie
957;461;Tak
958;461;Nie
959;462;Tak
960;462;Nie
961;463;Tak
962;463;Nie
963;464;Tak
964;464;Nie
965;465;Tak
966;465;Nie
967;466;Tak
968;466;Nie
969;467;Tak
970;467;Nie
971;468;Tak
972;468;Nie
973;469;Tak
974;469;Nie
975;470;Tak
976;470;Nie
977;471;Tak
978;471;Nie
979;472;Tak
980;472;Nie
981;473;Tak
982;473;Nie
983;474;Tak
984;474;Nie
985;475;Tak
986;475;Nie
987;476;Tak
988;476;Nie
989;477;Tak
990;477;Nie
991;478;Tak
992;478;Nie
993;479;Tak
994;479;Nie
995;480;Tak
996;480;Nie
997;481;Tak
998;481;Nie
999;482;Tak
1000;482;Nie
1001;483;Tak
1002;483;Nie
1003;484;Tak
1004;484;Nie
1005;485;Tak
1006;485;Nie
1007;486;Tak
1008;486;Nie
1009;487;Tak
1010;487;Nie
1011;488;Tak
1012;488;Nie
1013;489;Tak
1014;489;Nie
1015;490;Tak
1016;490;Nie
1017;491;Tak
1018;491;Nie
1019;492;Tak
1020;492;Nie
1021;493;Tak
1022;493;Nie
1023;494;Tak
1024;494;Nie
1025;495;Tak
1026;495;Nie
1027;496;Tak
1028;496;Nie
1029;497;Tak
1030;497;Nie
1031;498;Tak
1032;498;Nie
1033;499;Tak
1034;499;Nie
1035;500;Tak
1036;500;Nie
1037;501;Tak
1038;501;Nie
1039;502;Tak
1040;502;Nie
1041;503;Tak
1042;503;Nie
1043;504;Tak
1044;504;Nie
1045;505;Tak
1046;505;Nie
1047;506;Tak
1048;506;Nie
1049;507;Tak
1050;507;Nie
1051;508;Tak
1052;508;Nie
1053;509;Tak
1054;509;Nie
1055;510;Tak
1056;510;Nie
1057;511;Tak
1058;511;Nie
1059;512;Tak
1060;512;Nie
1061;513;Tak
1062;513;Nie
1063;514;Tak
1064;514;Nie
1065;515;Tak
1066;515;Nie
1067;516;Tak
1068;516;Nie
1069;517;Tak
1070;517;Nie
1071;518;Tak
1072;518;Nie
1073;519;Tak
1074;519;Nie
1075;520;Tak
1076;520;Nie
1077;521;Tak
1078;521;Nie
1079;522;Tak
1080;522;Nie
1081;523;Tak
1082;523;Nie
1083;524;Tak
1084;524;Nie
1085;525;Tak
1086;525;Nie
1087;526;Tak
1088;526;Nie
1089;527;Tak
1090;527;Nie
1091;528;Tak
1092;528;Nie
1093;529;Tak
1094;529;Nie
1095;530;Tak
1096;530;Nie
1097;531;Tak
1098;531;Nie
1099;532;Tak
1100;532;Nie
1101;533;Tak
1102;533;Nie
1103;534;Tak
1104;534;Nie
1105;535;Tak
1106;535;Nie
1107;536;Tak
1108;536;Nie
1109;537;Tak
1110;537;Nie
1111;538;Tak
1112;538;Nie
1113;539;Tak
1114;539;Nie
1115;540;Tak
1116;540;Nie
1117;541;Tak
1118;541;Nie
1119;542;Tak
1120;542;Nie
1121;543;Tak
1122;543;Nie
1123;544;Tak
1124;544;Nie
1125;545;Tak
1126;545;Nie
1127;546;Tak
1128;546;Nie
1129;547;Tak
1130;547;Nie
1131;548;Tak
1132;548;Nie
1133;549;Tak
1134;549;Nie
1135;550;Tak
1136;550;Nie
1137;551;Tak
1138;551;Nie
1139;552;Tak
1140;552;Nie
1141;553;Tak
1142;553;Nie
1143;554;Tak
1144;554;Nie
1145;555;Tak
1146;555;Nie
1147;556;Tak
1148;556;Nie
1149;557;Tak
1150;557;Nie
1151;558;Tak
1152;558;Nie
1153;559;Tak
1154;559;Nie
1155;560;Tak
1156;560;Nie
1157;561;Tak
1158;561;Nie
1159;562;Tak
1160;562;Nie
1161;563;Tak
1162;563;Nie
1163;564;Tak
1164;564;Nie
1165;565;Tak
1166;565;Nie
1167;566;Tak
1168;566;Nie
1169;567;Tak
1170;567;Nie
1171;568;Tak
1172;568;Nie
1173;569;Tak
1174;569;Nie
1175;570;Tak
1176;570;Nie
1177;571;Stopniowo zwalniać pedał sprzęgła.
1178;571;Gwałtownie zwolnić pedał sprzęgła.
1179;571;Najpierw znacznie zwiększyć obroty silnika, następnie szybko zwolnić pedał sprzęgła.
1180;572;Tak
1181;572;Nie
1182;573;Przewozić osób w stanie nietrzeźwości.
1183;573;Korzystać z telefonu wymagającego trzymania mikrofonu w ręku.
1184;573;Używać tempomatu na obszarze zabudowanym.
1185;574;Tak
1186;574;Nie
1187;575;Tak
1188;575;Nie
1189;576;Tak
1190;576;Nie
1191;577;Tak
1192;577;Nie
1193;578;Tak
1194;578;Nie
1195;579;Tak
1196;579;Nie
1197;580;Tak
1198;580;Nie
1199;581;Tak
1200;581;Nie
1201;582;Tak
1202;582;Nie
1203;583;Tak
1204;583;Nie
1205;584;Tak
1206;584;Nie
1207;585;Tak
1208;585;Nie
1209;586;Tak
1210;586;Nie
1211;587;Tak
1212;587;Nie
1213;588;Tak
1214;588;Nie
1215;589;Tak
1216;589;Nie
1217;590;Tak
1218;590;Nie
1219;591;Tak
1220;591;Nie
1221;592;Tak
1222;592;Nie
1223;593;Tak
1224;593;Nie
1225;594;Tak
1226;594;Nie
1227;595;Tak
1228;595;Nie
1229;596;Tak
1230;596;Nie
1231;597;Zmniejszyć prędkość.
1232;597;Włączyć światła drogowe w celu polepszenia widoczności.
1233;597;Jechać bardzo blisko poprzedzającego pojazdu, aby widzieć jego światła pozycyjne.
1234;598;Tak
1235;598;Nie
1236;599;Tak
1237;599;Nie
1238;600;Tak
1239;600;Nie
1240;601;Tak
1241;601;Nie
1242;602;Tak
1243;602;Nie
1244;603;Tak
1245;603;Nie
1246;604;Tak
1247;604;Nie
1248;605;Tak
1249;605;Nie
1250;606;Tak
1251;606;Nie
1252;607;Tak
1253;607;Nie
1254;608;Tak
1255;608;Nie
1256;609;Tak
1257;609;Nie
1258;610;Tak
1259;610;Nie
1260;611;Tak
1261;611;Nie
1262;612;Tak
1263;612;Nie
1264;613;Tak
1265;613;Nie
1266;614;Tak
1267;614;Nie
1268;615;Tak
1269;615;Nie
1270;616;Tak
1271;616;Nie
1272;617;Tak
1273;617;Nie
1274;618;Tak
1275;618;Nie
1276;619;Tak
1277;619;Nie
1278;620;Tak
1279;620;Nie
1280;621;Tak
1281;621;Nie
1282;622;Tak
1283;622;Nie
1284;623;Tak
1285;623;Nie
1286;624;Tak
1287;624;Nie
1288;625;Tak
1289;625;Nie
1290;626;Tak
1291;626;Nie
1292;627;Tak
1293;627;Nie
1294;628;Tak
1295;628;Nie
1296;629;Zdecydowanie przyśpieszyć.
1297;629;Gwałtownie przyhamować.
1298;629;Płynnie zmniejszyć prędkość jazdy.
1299;630;Patrzeć prosto w reflektory pojazdu nadjeżdżającego z przeciwka.
1300;630;Zmienić światła mijania na drogowe.
1301;630;Patrzeć w prawo od źródła światła pojazdu nadjeżdżającego z przeciwka i wypatrywać tam ewentualnej przeszkody.
1302;631;Tak
1303;631;Nie
1304;632;Tak
1305;632;Nie
1306;633;Tak
1307;633;Nie
1308;634;Tak
1309;634;Nie
1310;635;Tak
1311;635;Nie
1312;636;Tak
1313;636;Nie
1314;637;Tak
1315;637;Nie
1316;638;Tak
1317;638;Nie
1318;639;Tak
1319;639;Nie
1320;640;Tak
1321;640;Nie
1322;641;Tak
1323;641;Nie
1324;642;Tak
1325;642;Nie
1326;643;Tak
1327;643;Nie
1328;644;Tak
1329;644;Nie
1330;645;Tak
1331;645;Nie
1332;646;Tak
1333;646;Nie
1334;647;Tak
1335;647;Nie
1336;648;Tak
1337;648;Nie
1338;649;Tak
1339;649;Nie
1340;650;Tak
1341;650;Nie
1342;651;Tak
1343;651;Nie
1344;652;Tak
1345;652;Nie
1346;653;Tak
1347;653;Nie
1348;654;Tak
1349;654;Nie
1350;655;Tak
1351;655;Nie
1352;656;Tak
1353;656;Nie
1354;657;Tak
1355;657;Nie
1356;658;Tak
1357;658;Nie
1358;659;Tak
1359;659;Nie
1360;660;Tak
1361;660;Nie
1362;661;Tak
1363;661;Nie
1364;662;Nie podejmować działań, gdyż pomocy musi udzielić sprawca wypadku.
1365;662;Wezwać pomoc drogową.
1366;662;Zatrzymać się, wezwać pomoć medyczną i udzielić pierwszej pomocy poszkodowanemu.
1367;663;Tak
1368;663;Nie
1369;664;Tak
1370;664;Nie
1371;665;70 km/h.
1372;665;80 km/h.
1373;665;140 km/h.
1374;666;120 km/h.
1375;666;130 km/h.
1376;666;140 km/h.
1377;667;70 km/h.
1378;667;100 km/h.
1379;667;90 km/h.
1380;668;20 km/h.
1381;668;30 km/h.
1382;668;50 km/h.
1383;669;110 km/h.
1384;669;120 km/h.
1385;669;140 km/h.
1386;670;Bezpieczny, ale nie mniejszy niż 1,5 metra.
